date,MKT,TB,TS,DEF,INF,VIX,DXY_RET
2015-02-02,0.01296167005987613,0.02,1.66,1.0,1.32,2.966818279095771,-0.0031645890516904807
2015-02-03,0.014438701642505925,0.02,1.77,0.9800000000000004,1.4,2.8524390993250943,-0.009523825670676223
2015-02-04,-0.004156443034228302,0.01,1.8,0.98,1.35,2.908539057689369,0.004166660213742013
2015-02-05,0.010290613035983765,0.02,1.81,0.9699999999999998,1.38,2.8243506794375235,0.007553985536862484
2015-02-06,-0.0034189659649355273,0.02,1.93,0.98,1.36,2.850128352646461,0.0
2015-02-09,-0.004247591186384575,0.01,1.95,0.9700000000000002,1.36,2.9204697479246318,-0.002639915607775989
2015-02-10,0.010675164193835568,0.01,1.9999999999999998,0.8999999999999999,1.32,2.8466520239720103,0.003282214907409209
2015-02-11,-2.9430414072278755e-05,0.01,1.99,0.9000000000000004,1.32,2.8308575763821904,0.002427139324125527
2015-02-12,0.009643712780982184,0.02,1.97,0.8900000000000001,1.37,2.7304638058861697,-0.009474697822076439
2015-02-13,0.004074341666333964,0.01,2.0100000000000002,0.9000000000000004,1.32,2.687166961621,0.0011690999535862723
2015-02-16,-3.9682539682539683e-07,0.01,2.0100000000000002,0.9000000000000004,1.32,2.687166961621,0.0
2015-02-17,0.001596780811579202,0.02,2.12,0.8900000000000001,1.33,2.7600099521047476,-0.001486193144203174
2015-02-18,-0.0003151028685275499,0.02,2.05,0.8699999999999997,1.32,2.737608990998456,0.001488405201809817
2015-02-19,-0.0010628509839832984,0.02,2.09,0.8699999999999997,1.35,2.727199017446074,0.0021231909141845584
2015-02-20,0.006125739975942113,0.02,2.11,0.8500000000000001,1.37,2.6602595506039637,-0.0015889991891343547
2015-02-23,-0.000304132846139626,0.02,2.04,0.8399999999999999,1.34,2.678278071588368,0.0033952222262516596
