date,actual,narx
2024-04-22,-4.691265,-4.495775
2024-04-23,-4.699454,-4.620394
2024-04-24,-4.461533,-4.673498
2024-04-25,-4.512664,-4.546605
2024-04-26,-4.740854,-4.524747
2024-04-29,-4.405924,-4.678339
2024-04-30,-4.148359,-4.574236
2024-05-01,-4.288056,-4.365437
2024-05-02,-4.532525,-4.375661
2024-05-03,-4.253337,-4.497399
2024-05-06,-4.460819,-4.506483
2024-05-07,-4.462301,-4.544844
2024-05-08,-5.093011,-4.531726
2024-05-09,-4.966842,-4.677982
2024-05-10,-5.004870,-4.786002
2024-05-13,-4.946928,-4.805410
2024-05-14,-4.803694,-4.801997
2024-05-15,-5.023944,-4.803911
2024-05-16,-5.083744,-4.861664
2024-05-17,-5.409401,-4.884022
2024-05-20,-5.042344,-4.936682
2024-05-21,-5.314669,-4.929425
2024-05-22,-4.961732,-4.944734
2024-05-23,-4.587664,-4.913983
2024-05-24,-4.908544,-4.793711
2024-05-28,-4.427544,-4.854930
2024-05-29,-4.741930,-4.759104
2024-05-30,-4.789593,-4.693488
2024-05-31,-4.741542,-4.725755
2024-06-03,-4.627258,-4.772616
2024-06-04,-4.771967,-4.709538
2024-06-05,-4.763652,-4.744702
2024-06-06,-4.809162,-4.779200
2024-06-07,-4.801703,-4.767432
2024-06-10,-3.877664,-4.789937
2024-06-11,-3.991350,-4.583899
2024-06-12,-3.725234,-4.431018
2024-06-13,-4.121991,-4.345114
2024-06-14,-4.285418,-4.328717
2024-06-17,-4.123458,-4.366353
2024-06-18,-4.130674,-4.369486
2024-06-20,-4.138365,-4.308890
2024-06-21,-4.171661,-4.289155
2024-06-24,-4.055467,-4.290000
2024-06-25,-4.626315,-4.272987
2024-06-26,-4.333211,-4.456694
2024-06-27,-4.471078,-4.469327
2024-06-28,-4.253159,-4.481462
2024-07-01,-4.205147,-4.430350
2024-07-02,-4.434701,-4.398267
2024-07-03,-4.767712,-4.469145
2024-07-05,-4.717684,-4.647758
2024-07-08,-4.316839,-4.664940
2024-07-09,-4.640904,-4.554054
2024-07-10,-4.577443,-4.597312
2024-07-11,-4.010659,-4.642861
2024-07-12,-4.492156,-4.321702
2024-07-15,-4.377779,-4.490165
2024-07-16,-4.561966,-4.519071
2024-07-17,-4.285811,-4.532938
2024-07-18,-3.830298,-4.369174
2024-07-19,-4.129524,-4.185750
2024-07-22,-4.441402,-4.155227
2024-07-23,-4.670671,-4.400455
2024-07-24,-4.268438,-4.498224
2024-07-25,-4.083364,-4.272590
2024-07-26,-4.233706,-4.206170
2024-07-29,-4.531410,-4.288948
2024-07-30,-4.373846,-4.387893
2024-07-31,-4.285963,-4.358666
2024-08-01,-4.117231,-4.410314
2024-08-02,-3.678567,-4.210159
2024-08-05,-3.088816,-3.950190
2024-08-06,-3.695441,-3.802761
2024-08-07,-3.959724,-3.901067
2024-08-08,-4.128122,-3.926089
2024-08-09,-4.320860,-4.086554
2024-08-12,-4.286683,-4.201368
2024-08-13,-4.726564,-4.216743
2024-08-14,-4.487581,-4.421962
2024-08-15,-4.824345,-4.488293
2024-08-16,-4.951983,-4.654754
2024-08-19,-4.606283,-4.731212
2024-08-20,-4.819649,-4.679198
2024-08-21,-4.555878,-4.640338
2024-08-22,-4.522364,-4.637663
2024-08-23,-4.520431,-4.497459
2024-08-26,-4.578525,-4.569284
2024-08-27,-4.828650,-4.565765
2024-08-28,-4.509893,-4.659351
2024-08-29,-4.349948,-4.577747
2024-08-30,-4.792865,-4.447492
2024-09-03,-4.437262,-4.634750
2024-09-04,-4.344566,-4.387336
2024-09-05,-4.395767,-4.262495
2024-09-06,-4.175097,-4.350229
2024-09-09,-3.901699,-4.174620
2024-09-10,-4.280274,-4.126775
2024-09-11,-4.331984,-4.242556
2024-09-12,-4.450708,-4.353985
2024-09-13,-4.763815,-4.364458
2024-09-16,-4.385428,-4.551226
2024-09-17,-4.625543,-4.428444
2024-09-18,-4.175750,-4.444625
2024-09-19,-4.644130,-4.310547
2024-09-20,-3.933803,-4.522046
2024-09-23,-4.480039,-4.270328
2024-09-24,-4.771255,-4.391861
2024-09-25,-4.696997,-4.604656
2024-09-26,-4.678436,-4.633389
2024-09-27,-4.788952,-4.557477
2024-09-30,-4.761836,-4.647301
2024-10-01,-4.661235,-4.646962
2024-10-02,-4.517095,-4.546251
2024-10-03,-4.589601,-4.531760
2024-10-04,-4.562781,-4.484418
2024-10-07,-4.753519,-4.540141
2024-10-08,-4.794709,-4.471895
2024-10-09,-4.695302,-4.606223
2024-10-10,-4.961464,-4.584891
2024-10-11,-4.863524,-4.632622
2024-10-14,-4.875987,-4.678546
2024-10-15,-4.401023,-4.690403
2024-10-16,-4.889968,-4.447298
2024-10-17,-4.720330,-4.632335
2024-10-18,-4.795289,-4.629125
2024-10-21,-4.937796,-4.627978
2024-10-22,-4.970027,-4.714730
2024-10-23,-4.237475,-4.748824
2024-10-24,-4.712896,-4.388074
2024-10-25,-4.816084,-4.502478
2024-10-28,-4.827303,-4.618203
2024-10-29,-4.733473,-4.614719
2024-10-30,-4.805364,-4.603551
2024-10-31,-4.399324,-4.604894
2024-11-01,-4.320860,-4.337749
2024-11-04,-4.630318,-4.356516
2024-11-05,-4.698644,-4.414991
2024-11-06,-4.546918,-4.559848
2024-11-07,-4.691340,-4.693778
2024-11-08,-4.901009,-4.629931
2024-11-11,-4.825595,-4.746361
2024-11-12,-4.759540,-4.737568
2024-11-13,-4.596290,-4.713607
2024-11-14,-4.509338,-4.686673
2024-11-15,-4.841121,-4.579061
2024-11-18,-4.739142,-4.617480
2024-11-19,-4.928719,-4.692147
2024-11-20,-4.639054,-4.729476
2024-11-21,-4.326014,-4.663174
2024-11-22,-4.726290,-4.500170
2024-11-25,-4.292822,-4.626361
2024-11-26,-4.873840,-4.505699
2024-11-27,-4.898628,-4.676404
2024-11-29,-4.991161,-4.776325
2024-12-02,-4.867009,-4.802729
2024-12-03,-4.911836,-4.800821
2024-12-04,-5.033621,-4.813932
2024-12-05,-5.053662,-4.844863
2024-12-06,-4.851790,-4.856143
2024-12-09,-4.723371,-4.853686
2024-12-10,-4.866431,-4.745347
2024-12-11,-4.945268,-4.775585
2024-12-12,-4.834968,-4.848495
2024-12-13,-4.898587,-4.786261
2024-12-16,-4.867313,-4.801206
2024-12-17,-4.595877,-4.786232
2024-12-18,-4.322640,-4.639864
2024-12-19,-4.259048,-4.242455
2024-12-20,-4.465648,-4.279643
2024-12-23,-4.864093,-4.406808
2024-12-24,-5.287089,-4.653717
2024-12-26,-4.926397,-4.841571
2024-12-27,-4.742647,-4.787084
2024-12-30,-4.617425,-4.631438
2024-12-31,-5.037952,-4.561829
