date,actual,enn,jnn
2024-02-07,-4.869705,-4.656121,-4.591455
2024-02-08,-5.080555,-4.774426,-4.750237
2024-02-09,-5.130639,-4.837314,-4.804083
2024-02-12,-4.979472,-4.850667,-4.813913
2024-02-13,-4.777463,-4.820951,-4.797217
2024-02-14,-4.750982,-4.755946,-4.755217
2024-02-15,-4.482357,-4.735674,-4.738418
2024-02-16,-4.469275,-4.585159,-4.622369
2024-02-20,-4.577037,-4.532146,-4.566091
2024-02-21,-5.042214,-4.594594,-4.597492
2024-02-22,-5.009192,-4.813025,-4.778702
2024-02-23,-4.936102,-4.835244,-4.802250
2024-02-26,-5.024062,-4.812498,-4.792676
2024-02-27,-4.441185,-4.834354,-4.805752
2024-02-28,-4.875928,-4.580786,-4.615630
2024-02-29,-4.670717,-4.749043,-4.742051
2024-03-01,-4.762197,-4.700392,-4.700264
2024-03-04,-4.525218,-4.726327,-4.729862
2024-03-05,-4.650248,-4.609299,-4.632724
2024-03-06,-4.533796,-4.649955,-4.664060
2024-03-07,-4.535580,-4.596209,-4.612796
2024-03-08,-4.247900,-4.580160,-4.601004
2024-03-11,-4.604093,-4.367445,-4.402043
2024-03-12,-4.303814,-4.558670,-4.554346
2024-03-13,-4.819543,-4.414311,-4.422771
2024-03-14,-4.473920,-4.695182,-4.681632
2024-03-15,-4.681642,-4.578720,-4.587759
2024-03-18,-4.408464,-4.659914,-4.671725
2024-03-19,-4.717772,-4.516305,-4.539628
2024-03-20,-4.676439,-4.665025,-4.667781
2024-03-21,-4.284583,-4.684844,-4.683558
2024-03-22,-4.631412,-4.428654,-4.474050
2024-03-25,-4.809462,-4.565695,-4.585408
2024-03-26,-5.032013,-4.712916,-4.712066
2024-03-27,-4.634650,-4.831217,-4.809201
2024-03-28,-4.954622,-4.688686,-4.695471
2024-04-01,-5.236860,-4.791939,-4.785275
2024-04-02,-5.057593,-4.897408,-4.848855
2024-04-03,-4.743579,-4.866354,-4.830667
2024-04-04,-4.668432,-4.743638,-4.745004
