date,AAPL_log_rv,AMZN_log_rv,JPM_log_rv
2024-11-11,-4.825595,-4.313304,-4.907193
2024-11-12,-4.759540,-4.403529,-5.036699
2024-11-13,-4.596290,-4.202044,-4.659824
2024-11-14,-4.509338,-4.166036,-4.474837
2024-11-15,-4.841121,-3.888607,-4.496050
2024-11-18,-4.739142,-4.492226,-4.584151
2024-11-19,-4.928719,-4.608369,-4.778107
2024-11-20,-4.639054,-4.505920,-4.534929
2024-11-21,-4.326014,-3.890265,-4.708669
2024-11-22,-4.726290,-4.293300,-4.627794
2024-11-25,-4.292822,-4.332155,-4.698874
2024-11-26,-4.873840,-4.214504,-4.823013
2024-11-27,-4.898628,-4.539216,-5.045163
2024-11-29,-4.991161,-4.829985,-4.982503
2024-12-02,-4.867009,-4.444004,-4.438670
2024-12-03,-4.911836,-4.564414,-4.859312
2024-12-04,-5.033621,-4.556468,-4.725366
2024-12-05,-5.053662,-4.596503,-4.689323
2024-12-06,-4.851790,-4.382137,-4.763271
2024-12-09,-4.723371,-4.229253,-4.719166
2024-12-10,-4.866431,-4.335789,-3.974558
2024-12-11,-4.945268,-4.536503,-4.784206
2024-12-12,-4.834968,-4.545873,-4.651113
2024-12-13,-4.898587,-4.268566,-4.477499
2024-12-16,-4.867313,-4.479934,-4.667321
2024-12-17,-4.595877,-4.254803,-4.897624
2024-12-18,-4.322640,-3.888170,-4.139850
2024-12-19,-4.259048,-4.144071,-4.288722
2024-12-20,-4.465648,-4.176356,-4.153155
2024-12-23,-4.864093,-4.719683,-4.615631
2024-12-24,-5.287089,-4.761886,-5.095889
2024-12-26,-4.926397,-4.578108,-5.068013
2024-12-27,-4.742647,-4.413869,-4.634088
2024-12-30,-4.617425,-4.452460,-4.638582
2024-12-31,-5.037952,-4.590752,-5.095960
