date,RW_MSE,AR_MSE,HAR_MSE,ARFIMA_MSE,FNN_MSE,LSTM_MSE,NAR_MSE,RW_QLIKE,AR_QLIKE,HAR_QLIKE,ARFIMA_QLIKE,FNN_QLIKE,LSTM_QLIKE,NAR_QLIKE
2022-10-14,0.030155,0.022394,0.019326,0.017252,0.036017,0.008421,0.026387,0.053894,0.049611,0.042498,0.037735,0.082082,0.017922,0.058986
2022-10-17,0.181185,0.080932,0.063902,0.076663,0.056106,0.119470,0.060064,0.278169,0.135079,0.108734,0.128545,0.096406,0.192219,0.102688
2022-10-18,0.010109,0.000992,0.001616,0.000360,0.000857,0.000018,0.000024,0.021644,0.002026,0.003321,0.000729,0.001748,0.000035,0.000048
2022-10-19,0.004743,0.004731,0.004447,0.006449,0.009913,0.011323,0.001981,0.009937,0.009911,0.009303,0.013617,0.021210,0.024341,0.004083
2022-10-20,0.003105,0.000242,0.000826,0.000016,0.000843,0.000917,0.000058,0.005986,0.000489,0.001621,0.000032,0.001719,0.001872,0.000116
2022-10-21,0.010392,0.000569,0.005552,0.007066,0.004293,0.004380,0.005196,0.019441,0.001121,0.010572,0.013372,0.008222,0.008385,0.009909
2022-10-24,0.012333,0.017141,0.013097,0.006628,0.009901,0.012390,0.007143,0.026598,0.037480,0.028311,0.014006,0.021183,0.026726,0.015126
2022-10-25,0.036019,0.010619,0.017664,0.021960,0.015757,0.013174,0.019546,0.063726,0.019851,0.032395,0.039884,0.029035,0.024442,0.035690
2022-10-26,0.112984,0.106730,0.089996,0.075262,0.090250,0.101489,0.075470,0.286401,0.268656,0.222109,0.182285,0.222803,0.253930,0.182840
2022-10-27,0.056125,0.181123,0.143994,0.135081,0.149393,0.190700,0.134658,0.132294,0.491219,0.377059,0.350556,0.393288,0.521618,0.349307
2022-10-28,0.001192,0.044901,0.043844,0.034411,0.049441,0.049172,0.041259,0.002330,0.103955,0.101325,0.078186,0.115325,0.114649,0.094927
2022-10-31,0.096289,0.016339,0.014672,0.023132,0.015026,0.031256,0.017205,0.158225,0.030063,0.027110,0.041909,0.027740,0.055753,0.031588
2022-11-01,0.000568,0.000003,0.001417,0.000020,0.000513,0.000649,0.000977,0.001155,0.000006,0.002907,0.000041,0.001041,0.001276,0.001915
2022-11-02,0.188903,0.206925,0.195920,0.205305,0.228558,0.235949,0.184183,0.515885,0.573996,0.538349,0.568718,0.645517,0.670391,0.500888
2022-11-03,0.031007,0.006706,0.001939,0.005041,0.024633,0.019517,0.012917,0.055333,0.014175,0.003994,0.010576,0.054852,0.042938,0.027907
2022-11-04,0.038252,0.104767,0.101307,0.091132,0.129060,0.086610,0.121126,0.087537,0.263127,0.253421,0.225223,0.332852,0.212858,0.309776
2022-11-07,0.403102,0.173551,0.176496,0.187036,0.112081,0.184217,0.135919,0.550692,0.267849,0.271840,0.286025,0.181499,0.282245,0.215727
2022-11-08,0.004856,0.009205,0.003097,0.006601,0.000265,0.009349,0.008268,0.010179,0.017288,0.005971,0.012515,0.000525,0.017549,0.015578
2022-11-09,0.008340,0.010672,0.029436,0.020803,0.007861,0.004660,0.010640,0.015709,0.019946,0.052678,0.037878,0.014833,0.008911,0.019889
2022-11-10,0.570744,0.509272,0.448058,0.456384,0.563968,0.607371,0.475481,2.020090,1.740024,1.475500,1.510640,1.988508,2.193864,1.592232
2022-11-11,0.247811,0.006925,0.036176,0.028605,0.001386,0.002045,0.003105,0.365109,0.013112,0.063989,0.051269,0.002705,0.003970,0.005986
2022-11-14,0.011654,0.005548,0.002510,0.012994,0.004750,0.016289,0.004209,0.021717,0.010565,0.004856,0.024121,0.009078,0.029975,0.008065
2022-11-15,0.057972,0.068371,0.054254,0.041391,0.056994,0.046824,0.066007,0.137029,0.164052,0.127517,0.095251,0.134521,0.108756,0.157856
2022-11-16,0.219223,0.129216,0.131573,0.130473,0.090613,0.080978,0.119936,0.328452,0.206204,0.209562,0.207997,0.149733,0.135149,0.192892
2022-11-17,0.009120,0.000002,0.002786,0.003127,0.000009,0.000364,0.000009,0.019458,0.000004,0.005380,0.006028,0.000019,0.000718,0.000019
2022-11-18,0.010616,0.005671,0.021379,0.024389,0.009733,0.003630,0.013705,0.019846,0.010793,0.038877,0.044072,0.018247,0.006976,0.025390
2022-11-21,0.016175,0.009226,0.002678,0.001133,0.012829,0.019824,0.007279,0.035277,0.019693,0.005546,0.002319,0.027710,0.043647,0.015422
2022-11-22,0.005058,0.000694,0.004546,0.006106,0.000464,0.000729,0.000037,0.009652,0.001412,0.008697,0.011599,0.000914,0.001485,0.000074
2022-11-23,0.004344,0.000858,0.005184,0.012596,0.003897,0.000910,0.010300,0.008319,0.001684,0.009889,0.023408,0.007480,0.001785,0.019274
2022-11-25,0.089312,0.078256,0.115163,0.136182,0.101344,0.083832,0.100561,0.147776,0.130989,0.185983,0.216099,0.165731,0.139491,0.164572
2022-11-28,0.157322,0.073794,0.048707,0.035474,0.086641,0.080485,0.062702,0.417351,0.178379,0.113479,0.080763,0.212942,0.196272,0.149246
2022-11-29,0.011139,0.000852,0.004308,0.004475,0.000371,0.003094,0.000031,0.020790,0.001737,0.008252,0.008564,0.000752,0.006425,0.000062
2022-11-30,0.109955,0.140552,0.106840,0.085129,0.121158,0.124700,0.104900,0.277782,0.366783,0.268967,0.208831,0.309869,0.320136,0.263498
2022-12-01,0.024502,0.005673,0.000038,0.000506,0.000143,0.000145,0.000550,0.044267,0.011937,0.000076,0.000997,0.000285,0.000292,0.001117
