date,RW_MSE,AR_MSE,HAR_MSE,ARFIMA_MSE,FNN_MSE,LSTM_MSE,NAR_MSE,RW_QLIKE,AR_QLIKE,HAR_QLIKE,ARFIMA_QLIKE,FNN_QLIKE,LSTM_QLIKE,NAR_QLIKE
2022-10-19,0.217471,0.205469,0.181093,0.151975,0.188130,0.202621,0.125511,0.326175,0.310480,0.278045,0.238233,0.287487,0.306729,0.200909
2022-10-20,0.050706,0.000959,0.000581,0.005705,0.004230,0.011897,0.000776,0.118518,0.001958,0.001180,0.012006,0.008840,0.025624,0.001581
2022-10-21,0.078596,0.112514,0.055656,0.082035,0.093312,0.136518,0.101503,0.191198,0.285061,0.131095,0.200453,0.231222,0.354806,0.253971
2022-10-24,0.234402,0.089907,0.115169,0.112434,0.086272,0.075357,0.096140,0.348029,0.148672,0.185992,0.182013,0.143189,0.126538,0.158005
2022-10-25,0.006684,0.024281,0.031786,0.038117,0.048941,0.032872,0.036626,0.012667,0.043887,0.056643,0.067209,0.084912,0.058468,0.064735
2022-10-26,0.002488,0.000759,0.003074,0.005108,0.003175,0.000045,0.007578,0.005146,0.001491,0.005927,0.009745,0.006118,0.000090,0.014314
2022-10-27,0.002240,0.004800,0.014723,0.013638,0.001181,0.000045,0.008088,0.004341,0.009172,0.027202,0.025270,0.002309,0.000090,0.015248
2022-10-28,0.021131,0.020357,0.050274,0.051128,0.022661,0.016457,0.038342,0.038448,0.037102,0.087062,0.088437,0.041096,0.030271,0.067582
2022-10-31,0.057355,0.033530,0.017087,0.010045,0.032905,0.038349,0.010141,0.135447,0.076054,0.037357,0.021503,0.074546,0.087775,0.021716
2022-11-01,0.014392,0.001187,0.009294,0.014150,0.000729,0.000127,0.004250,0.026614,0.002319,0.017449,0.026184,0.001433,0.000252,0.008142
2022-11-02,0.405159,0.408826,0.357035,0.326913,0.403766,0.420394,0.352118,1.298659,1.313500,1.108668,0.994287,1.293036,1.360657,1.089757
2022-11-03,0.057702,0.007681,0.000924,0.000265,0.004843,0.003705,0.012154,0.098945,0.016301,0.001886,0.000536,0.010152,0.007719,0.026197
2022-11-04,0.062051,0.027529,0.018425,0.025926,0.050709,0.050150,0.029161,0.105823,0.049442,0.033730,0.046707,0.087763,0.086864,0.052212
2022-11-07,0.141196,0.174828,0.172645,0.177419,0.271706,0.228780,0.184676,0.223170,0.269581,0.266620,0.273088,0.395077,0.340809,0.282861
2022-11-08,0.063195,0.000808,0.000982,0.001379,0.002051,0.007726,0.000275,0.150527,0.001647,0.002007,0.002827,0.004228,0.016398,0.000544
2022-11-09,0.000713,0.001617,0.003191,0.000523,0.008103,0.010447,0.001381,0.001451,0.003323,0.006149,0.001031,0.017225,0.022395,0.002831
2022-11-10,0.009067,0.002922,0.015561,0.015799,0.000573,0.000495,0.015236,0.017036,0.005639,0.028687,0.029109,0.001128,0.000976,0.028111
2022-11-11,0.017270,0.018765,0.006618,0.002975,0.011140,0.014905,0.004202,0.037777,0.041205,0.013984,0.006173,0.023933,0.032393,0.008778
